time,I,Q
0.008164 ,-4.46E-03,-1.13E-03
0.008168 ,4.39E-03,1.22E-03
0.008172 ,-5.22E-03,-2.75E-04
0.008176 ,4.24E-03,3.66E-04
0.008180 ,-5.62E-03,3.97E-04
0.008184 ,4.00E-03,-8.55E-04
0.008188 ,-5.34E-03,8.55E-04
0.008192 ,4.58E-03,-1.65E-03
0.008196 ,-4.49E-03,2.26E-03
0.008200 ,4.55E-03,-2.32E-03
0.008204 ,-4.03E-03,2.44E-03
0.008208 ,4.06E-03,-3.66E-03
0.008212 ,-3.91E-03,2.96E-03
0.008216 ,3.23E-03,-3.75E-03
0.008220 ,-3.20E-03,4.00E-03
0.008224 ,2.75E-03,-3.97E-03
0.008228 ,-2.29E-03,4.24E-03
0.008232 ,1.80E-03,-4.67E-03
0.008236 ,-1.34E-03,4.46E-03
0.008240 ,2.01E-03,-5.01E-03
0.008244 ,-6.10E-04,4.61E-03
0.008248 ,8.55E-04,-4.64E-03
0.008252 ,-4.27E-04,5.40E-03
0.008256 ,-1.53E-04,-5.01E-03
0.008260 ,7.63E-04,4.85E-03
0.008264 ,-4.27E-04,-5.34E-03
0.008268 ,2.04E-03,4.58E-03
0.008272 ,-1.50E-03,-4.82E-03
0.008276 ,2.08E-03,4.58E-03
0.008280 ,-2.41E-03,-4.18E-03
0.008284 ,3.14E-03,4.18E-03
0.008288 ,-3.30E-03,-4.21E-03
0.008292 ,3.36E-03,3.27E-03
0.008296 ,-3.27E-03,-3.78E-03
0.008300 ,4.36E-03,3.23E-03
0.008304 ,-3.75E-03,-2.90E-03
0.008308 ,4.46E-03,2.50E-03
0.008312 ,-4.33E-03,-2.47E-03
0.008316 ,4.64E-03,1.43E-03
0.008320 ,-4.64E-03,-1.92E-03
0.008324 ,5.13E-03,5.80E-04
0.008328 ,-4.61E-03,-1.01E-03
0.008332 ,5.40E-03,3.36E-04
0.008336 ,-5.04E-03,1.83E-04
0.008340 ,4.18E-03,-6.10E-04
0.008344 ,-5.22E-03,1.04E-03
0.008348 ,4.73E-03,-1.25E-03
0.008352 ,-5.07E-03,1.68E-03
0.008356 ,4.06E-03,-2.01E-03
0.008360 ,-4.67E-03,2.11E-03
0.008364 ,4.15E-03,-2.66E-03
0.008368 ,-3.54E-03,3.78E-03
0.008372 ,4.00E-03,-2.62E-03
0.008376 ,-3.20E-03,3.97E-03
0.008380 ,2.84E-03,-3.51E-03
0.008384 ,-9.16E-05,1.11E-02
0.008388 ,2.39E-02,3.27E-03
0.008392 ,7.75E-03,-1.02E-02
0.008396 ,-1.22E-03,-2.26E-03
0.008400 ,-1.83E-04,2.75E-04
0.008404 ,9.16E-05,3.05E-04
0.008408 ,-6.10E-05,9.16E-05
0.008412 ,-9.16E-05,6.10E-05
0.008416 ,-1.53E-04,6.10E-05
0.008420 ,-1.53E-04,0.00E+00
0.008424 ,-6.10E-05,1.53E-04
0.008428 ,-2.44E-04,6.10E-05
0.008432 ,0.00E+00,-9.16E-05
0.008436 ,0.00E+00,3.05E-05
0.008440 ,-2.44E-04,3.05E-05
0.008444 ,-3.05E-05,0.00E+00
0.008448 ,-3.05E-05,0.00E+00
0.008452 ,-1.22E-04,-9.16E-05
0.008456 ,-9.16E-05,-2.14E-04
0.008460 ,6.10E-05,1.53E-04
0.008464 ,-1.22E-04,2.44E-04
0.008468 ,-1.83E-04,1.83E-04
0.008472 ,3.05E-05,3.05E-05
0.008476 ,-9.16E-05,-3.05E-05
0.008480 ,-1.83E-04,3.05E-05
0.008484 ,-1.53E-04,9.16E-05
0.008488 ,0.00E+00,1.22E-04
0.008492 ,-3.05E-05,-3.05E-05
0.008496 ,-3.05E-05,-1.83E-04
0.008500 ,1.53E-04,-1.22E-04
0.008504 ,3.05E-05,-6.10E-05
0.008508 ,-4.27E-04,2.75E-04
0.008512 ,-2.47E-03,7.32E-03
0.008516 ,1.17E-02,1.95E-02
0.008520 ,1.58E-02,-5.40E-03
0.008524 ,-4.27E-03,1.53E-04
0.008528 ,3.30E-03,-3.39E-03
0.008532 ,-3.81E-03,3.42E-03
0.008536 ,3.27E-03,-3.36E-03
0.008540 ,-2.99E-03,4.18E-03
0.008544 ,2.62E-03,-3.78E-03
0.008548 ,-2.56E-03,4.49E-03
0.008552 ,1.95E-03,-4.43E-03
0.008556 ,-1.43E-03,4.85E-03
0.008560 ,1.19E-03,-4.82E-03
0.008564 ,-1.25E-03,5.22E-03
0.008568 ,-2.75E-04,-4.73E-03
0.008572 ,-8.55E-04,4.88E-03
0.008576 ,-6.56E-03,-8.64E-03
0.008580 ,-2.06E-02,1.17E-02
0.008584 ,1.83E-04,1.26E-02
0.008588 ,2.38E-03,8.24E-04
0.008592 ,0.00E+00,-4.88E-04
0.008596 ,-9.16E-05,3.05E-05
0.008600 ,-9.16E-05,6.10E-05
0.008604 ,0.00E+00,-9.16E-05
0.008608 ,3.05E-05,-6.10E-05
0.008612 ,2.14E-04,-6.10E-05
0.008616 ,1.22E-04,-3.05E-05
0.008620 ,0.00E+00,0.00E+00
0.008624 ,6.10E-05,-3.05E-05
0.008628 ,0.00E+00,-3.05E-05
0.008632 ,-6.10E-05,6.10E-05
0.008636 ,3.66E-04,0.00E+00
0.008640 ,6.20E-03,-4.58E-03
0.008644 ,1.59E-03,-2.29E-02
0.008648 ,-1.65E-02,-5.07E-03
0.008652 ,3.33E-03,2.32E-03
0.008656 ,-4.79E-03,1.22E-04
0.008660 ,4.46E-03,-3.97E-04
0.008664 ,-5.62E-03,9.16E-04
0.008668 ,4.21E-03,-1.59E-03
0.008672 ,-4.30E-03,1.80E-03
0.008676 ,5.28E-03,-1.92E-03
0.008680 ,-4.06E-03,3.11E-03
0.008684 ,4.09E-03,-2.59E-03
0.008688 ,-3.69E-03,3.36E-03
0.008692 ,3.54E-03,-3.60E-03
0.008696 ,-3.48E-03,3.14E-03
0.008700 ,2.78E-03,-4.27E-03
0.008704 ,-2.81E-03,4.12E-03
0.008708 ,2.26E-03,-4.27E-03
0.008712 ,-2.01E-03,5.04E-03
0.008716 ,1.40E-03,-4.39E-03
0.008720 ,-1.37E-03,5.04E-03
0.008724 ,8.55E-04,-4.88E-03
0.008728 ,1.22E-04,4.88E-03
0.008732 ,3.66E-04,-4.73E-03
0.008736 ,7.63E-04,5.04E-03
0.008740 ,-5.19E-04,-5.04E-03
0.008744 ,1.77E-03,5.01E-03
0.008748 ,-1.01E-03,-4.61E-03
0.008752 ,1.83E-03,4.67E-03
0.008756 ,-2.14E-03,-4.67E-03
0.008760 ,2.84E-03,4.30E-03
0.008764 ,-2.72E-03,-3.78E-03
0.008768 ,1.02E-02,3.39E-03
0.008772 ,9.25E-03,-2.19E-02
0.008776 ,-7.75E-03,-1.05E-02
0.008780 ,-2.62E-03,4.27E-04
0.008784 ,2.14E-04,1.53E-04
0.008788 ,9.16E-05,-6.10E-05
0.008792 ,-3.05E-05,0.00E+00
0.008796 ,-9.16E-05,-1.53E-04
0.008800 ,-1.83E-04,-6.10E-05
0.008804 ,-1.53E-04,6.10E-05
0.008808 ,-1.53E-04,-9.16E-05
0.008812 ,-6.10E-05,-1.22E-04
0.008816 ,-9.16E-05,-1.53E-04
0.008820 ,0.00E+00,-2.44E-04
0.008824 ,-9.16E-05,6.10E-05
0.008828 ,-3.36E-04,4.88E-04
0.008832 ,-2.56E-03,7.11E-03
0.008836 ,1.16E-02,1.95E-02
0.008840 ,1.62E-02,-4.97E-03
0.008844 ,-3.88E-03,2.75E-04
0.008848 ,3.42E-03,-3.27E-03
0.008852 ,-3.60E-03,3.63E-03
0.008856 ,3.20E-03,-3.91E-03
0.008860 ,-2.87E-03,3.36E-03
0.008864 ,2.87E-03,-4.21E-03
0.008868 ,-2.53E-03,4.94E-03
0.008872 ,1.31E-03,-3.91E-03
0.008876 ,-2.26E-03,5.13E-03
0.008880 ,5.19E-04,-4.58E-03
0.008884 ,-1.10E-03,4.82E-03
0.008888 ,-2.44E-04,-4.91E-03
0.008892 ,-9.16E-05,5.16E-03
0.008896 ,-5.19E-04,-4.61E-03
0.008900 ,1.68E-03,5.19E-03
0.008904 ,-4.27E-04,-4.46E-03
0.008908 ,2.26E-03,4.94E-03
0.008912 ,-1.98E-03,-4.21E-03
0.008916 ,2.59E-03,4.58E-03
0.008920 ,-2.81E-03,-3.63E-03
0.008924 ,2.93E-03,4.15E-03
0.008928 ,-3.45E-03,-3.88E-03
0.008932 ,3.48E-03,2.56E-03
0.008936 ,-4.18E-03,-3.54E-03
0.008940 ,4.12E-03,2.56E-03
0.008944 ,-4.27E-03,-2.14E-03
0.008948 ,4.58E-03,2.20E-03
0.008952 ,-4.97E-03,-1.13E-03
0.008956 ,4.30E-03,1.46E-03
0.008960 ,-5.22E-03,-8.55E-04
0.008964 ,4.79E-03,7.02E-04
0.008968 ,-5.83E-03,3.97E-04
0.008972 ,4.39E-03,-4.27E-04
0.008976 ,-4.94E-03,6.41E-04
0.008980 ,4.76E-03,-9.16E-04
0.008984 ,-4.55E-03,1.83E-03
0.008988 ,4.97E-03,-1.68E-03
0.008992 ,-4.46E-03,2.23E-03
0.008996 ,4.67E-03,-2.41E-03
0.009000 ,-4.24E-03,2.81E-03
0.009004 ,3.97E-03,-2.90E-03
0.009008 ,-3.78E-03,3.78E-03
0.009012 ,3.51E-03,-3.45E-03
0.009016 ,-3.48E-03,4.00E-03
0.009020 ,2.47E-03,-3.51E-03
0.009024 ,-2.90E-03,4.91E-03
0.009028 ,2.04E-03,-4.36E-03
0.009032 ,-2.01E-03,4.43E-03
0.009036 ,1.10E-03,-4.55E-03
0.009040 ,-1.50E-03,4.88E-03
0.009044 ,4.88E-04,-4.88E-03
0.009048 ,-3.05E-04,5.19E-03
0.009052 ,-5.49E-04,-4.94E-03
0.009056 ,-2.14E-04,4.82E-03
0.009060 ,-1.01E-03,-5.40E-03
0.009064 ,1.28E-03,4.52E-03
0.009068 ,-1.62E-03,-4.85E-03
0.009072 ,2.44E-03,4.58E-03
0.009076 ,-2.01E-03,-3.94E-03
0.009080 ,2.96E-03,4.39E-03
0.009084 ,-2.62E-03,-3.08E-03
0.009088 ,1.04E-02,3.85E-03
0.009092 ,7.97E-03,-2.19E-02
0.009096 ,-8.51E-03,-1.01E-02
0.009100 ,-2.50E-03,4.88E-04
0.009104 ,9.16E-05,4.88E-04
0.009108 ,-9.16E-05,1.83E-04
0.009112 ,0.00E+00,9.16E-05
0.009116 ,9.16E-05,0.00E+00
0.009120 ,0.00E+00,6.10E-05
0.009124 ,6.10E-05,-3.05E-05
0.009128 ,3.05E-05,-3.05E-05
0.009132 ,-9.16E-05,-1.22E-04
0.009136 ,6.10E-05,6.10E-05
0.009140 ,3.05E-05,1.22E-04
0.009144 ,-3.05E-05,3.05E-05
0.009148 ,-4.27E-04,2.44E-04
0.009152 ,-2.08E-03,7.32E-03
0.009156 ,1.34E-02,1.86E-02
0.009160 ,1.59E-02,-6.13E-03
0.009164 ,-4.21E-03,6.10E-04
0.009168 ,3.51E-03,-3.20E-03
0.009172 ,-3.14E-03,3.54E-03
0.009176 ,3.81E-03,-3.88E-03
0.009180 ,-2.56E-03,3.97E-03
0.009184 ,2.56E-03,-4.36E-03
0.009188 ,-2.44E-03,4.55E-03
0.009192 ,1.77E-03,-4.49E-03
0.009196 ,-1.53E-03,4.85E-03
0.009200 ,4.58E-04,-4.94E-03
0.009204 ,-9.16E-04,4.82E-03
0.009208 ,3.36E-04,-4.94E-03
0.009212 ,3.05E-04,5.22E-03
0.009216 ,-8.24E-04,-4.85E-03
0.009220 ,1.01E-03,4.82E-03
0.009224 ,-1.13E-03,-5.01E-03
0.009228 ,1.62E-03,4.43E-03
0.009232 ,-2.84E-03,-4.61E-03
0.009236 ,1.77E-03,4.27E-03
0.009240 ,-3.05E-03,-4.00E-03
0.009244 ,3.14E-03,4.76E-03
0.009248 ,-3.54E-03,-2.99E-03
0.009252 ,3.97E-03,3.02E-03
0.009256 ,-4.03E-03,-2.90E-03
0.009260 ,3.91E-03,3.30E-03
0.009264 ,-4.85E-03,-2.20E-03
0.009268 ,4.27E-03,2.26E-03
0.009272 ,-4.64E-03,-1.77E-03
0.009276 ,4.82E-03,1.19E-03
0.009280 ,-5.07E-03,-1.07E-03
0.009284 ,4.61E-03,7.93E-04
0.009288 ,-5.62E-03,-9.16E-05
0.009292 ,5.04E-03,-5.80E-04
0.009296 ,-4.55E-03,8.55E-04
0.009300 ,4.64E-03,-7.93E-04
0.009304 ,-4.64E-03,1.43E-03
0.009308 ,4.67E-03,-1.80E-03
0.009312 ,-4.67E-03,2.32E-03
0.009316 ,4.52E-03,-2.08E-03
0.009320 ,-4.06E-03,2.99E-03
0.009324 ,3.78E-03,-3.14E-03
0.009328 ,-3.11E-03,3.27E-03
0.009332 ,3.94E-03,-3.60E-03
0.009336 ,-2.47E-03,4.18E-03
0.009340 ,2.59E-03,-3.85E-03
0.009344 ,7.32E-04,1.10E-02
0.009348 ,2.39E-02,4.88E-04
0.009352 ,6.84E-03,-1.11E-02
0.009356 ,-1.53E-03,-2.26E-03
0.009360 ,-3.05E-04,3.05E-04
0.009364 ,1.53E-04,1.22E-04
0.009368 ,3.05E-05,-6.10E-05
0.009372 ,-6.10E-05,-6.10E-05
0.009376 ,-3.05E-05,-6.10E-05
0.009380 ,6.10E-05,-1.22E-04
0.009384 ,6.10E-05,0.00E+00
0.009388 ,-1.22E-04,-1.53E-04
0.009392 ,6.10E-05,-1.22E-04
0.009396 ,1.83E-04,-1.22E-04
0.009400 ,1.83E-04,-9.16E-05
0.009404 ,-3.36E-04,-3.05E-04
0.009408 ,-7.72E-03,4.88E-04
0.009412 ,-1.35E-02,1.83E-02
0.009416 ,1.13E-02,1.27E-02
0.009420 ,-1.50E-03,-3.20E-03
0.009424 ,4.49E-03,1.56E-03
0.009428 ,-4.76E-03,-2.08E-03
0.009432 ,4.46E-03,1.74E-03
0.009436 ,-4.79E-03,-1.34E-03
0.009440 ,4.85E-03,1.22E-03
0.009444 ,-5.37E-03,-4.88E-04
0.009448 ,4.09E-03,-3.97E-04
0.009452 ,-5.10E-03,-6.10E-05
0.009456 ,4.64E-03,-4.27E-04
0.009460 ,-5.01E-03,1.50E-03
0.009464 ,4.97E-03,-1.34E-03
0.009468 ,-3.81E-03,1.95E-03
0.009472 ,6.01E-03,-9.22E-03
0.009476 ,-1.90E-02,-1.38E-02
0.009480 ,-1.19E-02,5.19E-03
0.009484 ,-2.14E-04,2.53E-03
0.009488 ,4.27E-04,-1.53E-04
0.009492 ,1.53E-04,-9.16E-05
0.009496 ,9.16E-05,0.00E+00
0.009500 ,-3.05E-05,6.10E-05
0.009504 ,-1.83E-04,9.16E-05
0.009508 ,6.10E-05,-3.05E-05
0.009512 ,9.16E-05,-6.10E-05
0.009516 ,-2.75E-04,1.22E-04
0.009520 ,-1.22E-04,0.00E+00
0.009524 ,0.00E+00,6.10E-05
0.009528 ,6.10E-05,1.53E-04
0.009532 ,2.44E-04,5.49E-04
0.009536 ,6.71E-03,3.75E-03
0.009540 ,2.20E-02,-7.90E-03
0.009544 ,-9.77E-04,-1.76E-02
0.009548 ,-6.10E-04,3.33E-03
0.009552 ,-2.38E-03,-4.33E-03
0.009556 ,2.53E-03,4.15E-03
0.009560 ,-3.20E-03,-4.30E-03
0.009564 ,3.17E-03,3.51E-03
0.009568 ,-2.99E-03,-3.30E-03
0.009572 ,3.97E-03,3.63E-03
0.009576 ,-4.06E-03,-2.78E-03
0.009580 ,4.39E-03,2.50E-03
0.009584 ,-4.39E-03,-2.11E-03
0.009588 ,4.55E-03,2.11E-03
0.009592 ,-4.88E-03,-1.31E-03
0.009596 ,4.55E-03,1.28E-03
0.009600 ,-1.01E-02,4.97E-03
0.009604 ,8.03E-03,2.25E-02
0.009608 ,1.28E-02,2.38E-03
0.009612 ,1.43E-03,-2.17E-03
0.009616 ,-3.36E-04,-1.22E-04
0.009620 ,-1.83E-04,1.53E-04
0.009624 ,-9.16E-05,6.10E-05
0.009628 ,3.05E-05,3.05E-05
0.009632 ,0.00E+00,-3.05E-05
0.009636 ,1.22E-04,0.00E+00
0.009640 ,-3.05E-05,9.16E-05
0.009644 ,3.05E-05,0.00E+00
0.009648 ,9.16E-05,6.10E-05
0.009652 ,3.05E-05,2.44E-04
0.009656 ,0.00E+00,1.22E-04
0.009660 ,0.00E+00,9.16E-05
0.009664 ,-3.05E-05,1.83E-04
0.009668 ,-3.05E-05,9.16E-05
0.009672 ,0.00E+00,1.22E-04
0.009676 ,0.00E+00,1.83E-04
0.009680 ,-3.05E-05,3.05E-05
0.009684 ,6.10E-05,3.05E-05
0.009688 ,6.10E-05,9.16E-05
0.009692 ,3.05E-05,-9.16E-05
0.009696 ,9.16E-05,-1.83E-04
0.009700 ,-1.83E-04,6.10E-05
0.009704 ,-1.83E-04,6.10E-05
0.009708 ,-3.05E-05,3.05E-05
0.009712 ,6.10E-05,-1.22E-04
0.009716 ,-3.05E-05,0.00E+00
0.009720 ,3.05E-05,3.05E-05
0.009724 ,-6.10E-04,-1.83E-04
0.009728 ,-7.81E-03,6.71E-04
0.009732 ,-1.31E-02,1.89E-02
0.009736 ,1.12E-02,1.30E-02
0.009740 ,-1.89E-03,-3.54E-03
0.009744 ,4.36E-03,1.74E-03
0.009748 ,-4.55E-03,-2.62E-03
0.009752 ,4.33E-03,1.71E-03
0.009756 ,-4.76E-03,-1.22E-03
0.009760 ,5.07E-03,6.10E-04
0.009764 ,-4.88E-03,-7.02E-04
0.009768 ,4.97E-03,-3.97E-04
0.009772 ,-4.52E-03,5.80E-04
0.009776 ,4.73E-03,-9.46E-04
0.009780 ,-4.88E-03,1.19E-03
0.009784 ,4.49E-03,-1.65E-03
0.009788 ,-4.12E-03,1.71E-03
0.009792 ,5.34E-03,-9.83E-03
0.009796 ,-1.97E-02,-1.29E-02
0.009800 ,-1.13E-02,5.92E-03
0.009804 ,3.05E-04,2.53E-03
0.009808 ,4.58E-04,-3.05E-05
0.009812 ,-6.10E-05,-9.16E-05
0.009816 ,-3.05E-05,-2.75E-04
0.009820 ,1.53E-04,-9.16E-05
0.009824 ,1.53E-04,-6.10E-05
0.009828 ,9.16E-05,0.00E+00
0.009832 ,-3.05E-05,1.22E-04
0.009836 ,-9.16E-05,1.83E-04
0.009840 ,-1.83E-04,2.75E-04
0.009844 ,-3.36E-04,1.53E-04
0.009848 ,-9.16E-05,-3.05E-05
0.009852 ,2.44E-04,4.58E-04
0.009856 ,6.65E-03,4.09E-03
0.009860 ,2.15E-02,-7.69E-03
0.009864 ,-1.74E-03,-1.71E-02
0.009868 ,-6.71E-04,4.12E-03
0.009872 ,-2.32E-03,-3.94E-03
0.009876 ,2.35E-03,4.21E-03
0.009880 ,-2.90E-03,-4.18E-03
0.009884 ,3.33E-03,3.85E-03
0.009888 ,-3.05E-03,-3.02E-03
0.009892 ,3.97E-03,3.57E-03
0.009896 ,-3.66E-03,-2.35E-03
0.009900 ,4.70E-03,2.41E-03
0.009904 ,-4.33E-03,-2.23E-03
0.009908 ,4.55E-03,1.28E-03
0.009912 ,-4.97E-03,-1.74E-03
0.009916 ,4.82E-03,1.01E-03
0.009920 ,-4.91E-03,3.05E-05
0.009924 ,5.07E-03,-3.05E-05
0.009928 ,-4.64E-03,-6.10E-05
0.009932 ,5.13E-03,-1.13E-03
0.009936 ,-5.01E-03,1.07E-03
0.009940 ,4.30E-03,-1.28E-03
0.009944 ,-5.01E-03,2.41E-03
0.009948 ,4.15E-03,-1.83E-03
0.009952 ,-3.88E-03,3.08E-03
0.009956 ,4.27E-03,-2.84E-03
0.009960 ,-3.51E-03,3.20E-03
0.009964 ,3.36E-03,-3.88E-03
0.009968 ,-3.27E-03,3.91E-03
0.009972 ,2.81E-03,-4.33E-03
0.009976 ,-2.84E-03,4.46E-03
0.009980 ,1.89E-03,-3.75E-03
0.009984 ,1.46E-03,1.10E-02
0.009988 ,2.34E-02,-2.14E-03
0.009992 ,5.37E-03,-1.21E-02
0.009996 ,-1.80E-03,-2.01E-03
0.010000 ,-1.22E-04,3.97E-04
0.010004 ,1.83E-04,1.22E-04
0.010008 ,-3.05E-05,1.53E-04
0.010012 ,-1.83E-04,1.22E-04
0.010016 ,-1.22E-04,-3.05E-05
0.010020 ,-1.22E-04,-3.05E-05
0.010024 ,-1.53E-04,0.00E+00
0.010028 ,-9.16E-05,3.05E-05
0.010032 ,-6.10E-05,1.22E-04
0.010036 ,0.00E+00,3.05E-05
0.010040 ,3.05E-05,-6.10E-05
0.010044 ,-3.66E-04,-3.97E-04
0.010048 ,-7.60E-03,6.41E-04
0.010052 ,-1.26E-02,1.89E-02
0.010056 ,1.17E-02,1.26E-02
0.010060 ,-1.74E-03,-3.57E-03
0.010064 ,4.12E-03,2.23E-03
0.010068 ,-4.58E-03,-2.32E-03
0.010072 ,4.85E-03,1.37E-03
0.010076 ,-4.18E-03,-1.31E-03
0.010080 ,4.97E-03,7.02E-04
0.010084 ,-5.16E-03,-2.14E-04
0.010088 ,4.88E-03,-3.05E-04
0.010092 ,-4.88E-03,6.41E-04
0.010096 ,5.04E-03,-5.49E-04
0.010100 ,-5.13E-03,1.83E-03
0.010104 ,4.36E-03,-1.77E-03
0.010108 ,-3.85E-03,1.98E-03
0.010112 ,5.74E-03,-9.74E-03
0.010116 ,-1.94E-02,-1.26E-02
0.010120 ,-1.13E-02,6.13E-03
0.010124 ,1.83E-04,2.59E-03
0.010128 ,3.36E-04,-3.05E-05
0.010132 ,0.00E+00,6.10E-05
0.010136 ,0.00E+00,6.10E-05
0.010140 ,-1.53E-04,3.05E-05
0.010144 ,-1.22E-04,6.10E-05
0.010148 ,-6.10E-05,-3.05E-05
0.010152 ,6.10E-05,1.22E-04
0.010156 ,-3.05E-05,9.16E-05
0.010160 ,6.10E-05,0.00E+00
0.010164 ,3.05E-05,0.00E+00
0.010168 ,6.10E-05,6.10E-05
0.010172 ,3.97E-04,5.80E-04
0.010176 ,6.84E-03,3.45E-03
0.010180 ,2.14E-02,-8.82E-03
0.010184 ,-2.78E-03,-1.62E-02
0.010188 ,-1.19E-03,4.06E-03
0.010192 ,-3.39E-03,-4.09E-03
0.010196 ,2.81E-03,3.63E-03
0.010200 ,-3.36E-03,-3.88E-03
0.010204 ,2.93E-03,3.23E-03
0.010208 ,-4.15E-03,-3.27E-03
0.010212 ,3.78E-03,2.84E-03
0.010216 ,-4.36E-03,-2.93E-03
0.010220 ,4.55E-03,2.04E-03
0.010224 ,-4.58E-03,-1.56E-03
0.010228 ,4.88E-03,1.53E-03
0.010232 ,-4.73E-03,-1.10E-03
0.010236 ,4.88E-03,3.05E-04
0.010240 ,-4.61E-03,-3.36E-04
0.010244 ,5.40E-03,-2.14E-04
0.010248 ,-4.43E-03,7.93E-04
0.010252 ,5.16E-03,-1.28E-03
0.010256 ,-4.85E-03,1.53E-03
0.010260 ,4.06E-03,-1.53E-03
0.010264 ,-4.52E-03,2.20E-03
0.010268 ,4.76E-03,-2.59E-03
0.010272 ,-3.48E-03,2.87E-03
0.010276 ,4.09E-03,-2.99E-03
0.010280 ,-4.06E-03,3.39E-03
0.010284 ,2.62E-03,-3.66E-03
0.010288 ,-3.51E-03,4.00E-03
0.010292 ,2.75E-03,-4.24E-03
0.010296 ,-2.50E-03,4.27E-03
0.010300 ,2.17E-03,-4.24E-03
0.010304 ,2.29E-03,1.10E-02
0.010308 ,2.36E-02,-2.26E-03
0.010312 ,5.28E-03,-1.19E-02
0.010316 ,-1.83E-03,-1.92E-03
0.010320 ,-3.05E-04,1.53E-04
0.010324 ,1.53E-04,3.05E-05
0.010328 ,-3.05E-05,2.14E-04
0.010332 ,-1.83E-04,-6.10E-05
0.010336 ,-1.53E-04,-1.83E-04
0.010340 ,0.00E+00,-1.22E-04
0.010344 ,-3.05E-05,-6.10E-05
0.010348 ,-1.22E-04,-6.10E-05
0.010352 ,3.05E-05,6.10E-05
0.010356 ,0.00E+00,1.83E-04
0.010360 ,-3.05E-05,1.22E-04
0.010364 ,3.05E-05,6.10E-05
0.010368 ,6.10E-05,-3.05E-05
0.010372 ,-3.05E-05,0.00E+00
0.010376 ,-3.05E-05,3.05E-05
0.010380 ,6.10E-05,0.00E+00
0.010384 ,2.44E-04,-9.16E-05
0.010388 ,1.53E-04,-3.05E-05
0.010392 ,9.16E-05,1.53E-04
0.010396 ,9.16E-05,3.05E-05
0.010400 ,-3.05E-05,-1.22E-04
0.010404 ,-6.10E-05,3.05E-05
0.010408 ,3.05E-05,0.00E+00
0.010412 ,3.05E-05,0.00E+00
0.010416 ,6.10E-05,-3.05E-05
0.010420 ,0.00E+00,1.83E-04
0.010424 ,-3.05E-05,2.44E-04
0.010428 ,-6.10E-05,1.83E-04
0.010432 ,-1.22E-04,3.05E-05
0.010436 ,-9.16E-05,-1.22E-04
0.010440 ,3.05E-05,6.10E-05
0.010444 ,0.00E+00,9.16E-05
0.010448 ,3.05E-05,-9.16E-05
0.010452 ,0.00E+00,-9.16E-05
0.010456 ,-3.05E-05,-6.10E-05
0.010460 ,0.00E+00,3.05E-05
0.010464 ,0.00E+00,-6.10E-05
0.010468 ,1.83E-04,-2.75E-04
0.010472 ,2.14E-04,-1.22E-04
0.010476 ,3.05E-05,-6.10E-05
0.010480 ,3.05E-05,-1.22E-04
0.010484 ,3.05E-05,3.05E-05
0.010488 ,-6.10E-05,-3.05E-05
0.010492 ,3.05E-04,4.27E-04
0.010496 ,7.32E-03,2.96E-03
0.010500 ,2.07E-02,-1.05E-02
0.010504 ,-3.72E-03,-1.64E-02
0.010508 ,1.53E-04,3.78E-03
0.010512 ,-3.11E-03,-3.60E-03
0.010516 ,2.56E-03,4.00E-03
0.010520 ,-3.78E-03,-4.12E-03
0.010524 ,3.27E-03,2.59E-03
0.010528 ,-4.39E-03,-4.00E-03
0.010532 ,4.15E-03,1.95E-03
0.010536 ,-4.30E-03,-2.41E-03
0.010540 ,4.58E-03,1.56E-03
0.010544 ,-4.46E-03,-1.92E-03
0.010548 ,4.91E-03,8.55E-04
0.010552 ,-4.94E-03,-5.49E-04
0.010556 ,4.82E-03,6.41E-04
0.010560 ,-5.43E-03,2.75E-04
0.010564 ,4.46E-03,-5.19E-04
0.010568 ,-5.25E-03,1.07E-03
0.010572 ,4.70E-03,-8.85E-04
0.010576 ,-5.43E-03,1.62E-03
0.010580 ,3.81E-03,-2.38E-03
0.010584 ,-4.73E-03,1.89E-03
0.010588 ,4.36E-03,-2.96E-03
0.010592 ,-3.66E-03,3.11E-03
0.010596 ,3.88E-03,-3.45E-03
0.010600 ,-3.63E-03,3.17E-03
0.010604 ,3.17E-03,-4.12E-03
0.010608 ,-2.72E-03,3.94E-03
0.010612 ,2.75E-03,-3.97E-03
0.010616 ,-2.44E-03,4.70E-03
0.010620 ,1.83E-03,-4.33E-03
0.010624 ,1.71E-03,1.08E-02
0.010628 ,2.30E-02,-3.05E-03
0.010632 ,4.73E-03,-1.18E-02
0.010636 ,-1.86E-03,-1.74E-03
0.010640 ,-1.83E-04,3.36E-04
0.010644 ,6.10E-05,1.22E-04
0.010648 ,9.16E-05,9.16E-05
0.010652 ,3.05E-05,6.10E-05
0.010656 ,6.10E-05,-9.16E-05
0.010660 ,1.53E-04,-1.53E-04
0.010664 ,9.16E-05,-3.05E-05
0.010668 ,1.22E-04,-2.14E-04
0.010672 ,2.44E-04,3.05E-05
0.010676 ,0.00E+00,2.14E-04
0.010680 ,6.10E-05,1.22E-04
0.010684 ,-1.22E-04,-1.53E-04
0.010688 ,-7.39E-03,1.43E-03
0.010692 ,-1.09E-02,2.01E-02
0.010696 ,1.28E-02,1.16E-02
0.010700 ,-1.71E-03,-4.09E-03
0.010704 ,4.64E-03,6.71E-04
0.010708 ,-4.58E-03,-2.01E-03
